isNull,original,translated,back_translated
False,▁၎င်းတို့သည် ▁၁ ၇ ▁ရာစု အစောပိုင်း တွင် ▁တရားဝင် ပြန်လည် နေထိုင် မှု အစီအစဉ် ၏ တစ်စိတ်တစ်ပိုင်း အဖြစ် ▁ဤနေရာ သို့ ရောက်ရှိ ခဲ့သော ▁၎င်းတို့၏ ▁Ma ll or can ▁ဘ ိုး ဘေး များ ထံမှ ▁ယနေ့ခေတ် ရွာ သား များထံ ▁ပေးအပ် သည့် လျှို ့ ဝှက် ချက် နည်း ဖြင့် ပြုလုပ် ထားသည်။,၎င်းတို့သည် ၁ ၇ ရာစု အစောပိုင်း တွင် တရားဝင် ပြန်လည် နေထိုင် မှု အစီအစဉ် ၏ တစ်စိတ်တစ်ပိုင်း အဖြစ် ဤနေရာ သို့ ရောက်ရှိ ခဲ့သော ၎င်းတို့၏ Ma ll or can ဘ ိုး ဘေး များ ထံမှ ယနေ့ခေတ် ရွာ သား များထံ ပေးအပ် သည့် လျှို ့ ဝှက် ချက် နည်း ဖြင့် ပြုလုပ် ထားသည်။,၎င်းတို့သည် ၁ ၇ ရာစု အစောပိုင်း တွင် တရားဝင် ပြန်လည် နေထိုင် မှု အစီအစဉ် ၏ တစ်စိတ်တစ်ပိုင်း အဖြစ် ဤနေရာ သို့ ရောက်ရှိ ခဲ့သော ၎င်းတို့၏ Ma ll or can ဘ ိုး ဘေး များ ထံမှ ယနေ့ခေတ် ရွာ သား များထံ ပေးအပ် သည့် လျှို ့ ဝှက် ချက် နည်း ဖြင့် ပြုလုပ် ထားသည်။
False,▁ဟုတ်တယ် ▁မင်းက ▁ကျောင်းသား ပဲ လေ ။,ဟုတ်တယ် မင်းက ကျောင်းသား ပဲ လေ ။,ဟုတ်တယ် မင်းက ကျောင်းသား ပဲ လေ ။ ။
False,▁ကလေး အလွဲသုံးစားလုပ် မှု ▁ရပ်တန့် ရေး နဲ့ ▁ပတ်သက်ပြီး ▁နယူးယောက် မှာ ▁ ကြီးမား တဲ့ ▁ ကမ်ပိန်း တစ်ခု ▁စတင် မယ်လို့ ▁ကြား သိ ရ ပြီး ▁ဒါဟာ ▁နိုင်ငံ လုံး ဆိုင်ရာ ▁ ကမ်ပိန်း ကြီး တစ်ခု လို ▁ဖြစ် စဥ် ကတည်းက ▁ဖြစ် သင့် တာ လို့ ▁ယူဆ ပြီး ▁အဲဒါကို ▁ မျှ ော် ကို း ပြီး ▁သိ ပါတယ်။ ▁ချ ွတ် ပြီး ▁တကယ် ပဲ ရှိ နေတာ ▁ငါ မသိဘူး ▁တစ်ခုခု လုပ် ပါ။,ကလေး အလွဲသုံးစားလုပ် မှု ရပ်တန့် ရေး နဲ့ ပတ်သက်ပြီး နယူးယောက် မှာ ကြီးမား တဲ့ ကမ်ပိန်း တစ်ခု စတင် မယ်လို့ ကြား သိ ရ ပြီး ဒါဟာ နိုင်ငံ လုံး ဆိုင်ရာ ကမ်ပိန်း ကြီး တစ်ခု လို ဖြစ် စဥ် ကတည်းက ဖြစ် သင့် တာ လို့ ယူဆ ပြီး အဲဒါကို မျှ ော် ကို း ပြီး သိ ပါတယ်။ ချ ွတ် ပြီး တကယ် ပဲ ရှိ နေတာ ငါ မသိဘူး တစ်ခုခု လုပ် ပါ။,ကလေး အလွဲသုံးစားလုပ် မှု ရပ်တန့် ရေး နဲ့ ပတ်သက်ပြီး နယူးယောက် မှာ ကြီးမား တဲ့ ကမ်ပိန်း တစ်ခု စတင် မယ်လို့ ကြား သိ ရ ပြီး ဒါဟာ နိုင်ငံ လုံး ဆိုင်ရာ ကမ်ပိန်း ကြီး တစ်ခု လို ဖြစ် စဥ် ကတည်းက ဖြစ် သင့် တာ လို့ ယူဆ ပြီး အဲဒါကို မျှ ော် ကို း ပြီး သိ ပါတယ်။ ချ ွတ် ပြီး တကယ် ပဲ ရှိ နေတာ ငါ မသိဘူး တစ်ခုခု လုပ် ပါ။
False,▁စာတိုက်ဝန်ဆောင် မှု ▁ပေးပို့ မှု အကြိမ် ရေ ▁လျှော့ချ ခဲ့ကြသည်။,စာတိုက်ဝန်ဆောင် မှု ပေးပို့ မှု အကြိမ် ရေ လျှော့ချ ခဲ့ကြသည်။,စာတိုက်ဝန်ဆောင် မှု ပေးပို့ မှု အကြိမ် ရေ လျှော့ချ ခဲ့ကြသည်။
False,▁စီးပွားရေး ၏ နောက် ထပ် ပြောင်းလဲမှု တစ်ခုတွင် ၊ ▁ထိုနေရာ တွင် ပိုမို ကြွယ်ဝ ပြီး ▁အာ ဟာ ရ ပြည့် ဝ သော စား ကျက် မြေ ကြောင့် ▁ တစ်စိတ်တစ်ပိုင်း အားဖြင့် ▁မြေ နိမ့် ပိုင်း လယ် များတွင် ▁သ ိုး သား ကို ▁ တွက် ခြေ ကို က် အောင် ▁မွေးမြူ နိုင်သည် ကို ▁တွေ့ရှိ ခဲ့ရ ပြီး ▁ အကျိုးဆက် အနေဖြင့် ▁Lake land ▁ ခြံ များသည် ▁အမြတ်အစွန်း နည်း လာသည်။,စီးပွားရေး ၏ နောက် ထပ် ပြောင်းလဲမှု တစ်ခုတွင် ၊ ထိုနေရာ တွင် ပိုမို ကြွယ်ဝ ပြီး အာ ဟာ ရ ပြည့် ဝ သော စား ကျက် မြေ ကြောင့် တစ်စိတ်တစ်ပိုင်း အားဖြင့် မြေ နိမ့် ပိုင်း လယ် များတွင် သ ိုး သား ကို တွက် ခြေ ကို က် အောင် မွေးမြူ နိုင်သည် ကို တွေ့ရှိ ခဲ့ရ ပြီး အကျိုးဆက် အနေဖြင့် Lake land ခြံ များသည် အမြတ်အစွန်း နည်း လာသည်။,စီးပွားရေး ၏ နောက် ထပ် ပြောင်းလဲမှု တစ်ခုတွင် ၊ ထိုနေရာ တွင် ပိုမို ကြွယ်ဝ ပြီး အာ ဟာ ရ ပြည့် ဝ သော စား ကျက် မြေ ကြောင့် တစ်စိတ်တစ်ပိုင်း အားဖြင့် မြေ နိမ့် ပိုင်း လယ် များတွင် သ ိုး သား ကို တွက် ခြေ ကို က် အောင် မွေးမြူ နိုင်သည် ကို တွေ့ရှိ ခဲ့ရ ပြီး အကျိုးဆက် အနေဖြင့် Lake land ခြံ များသည် အမြတ်အစွန်း နည်း လာသည်။
False,▁စည်းကမ်းချက် တွင် ▁EPA ▁သည် ▁သ ိုက် များကို ▁ထိန်းချုပ် ရာတွင် ▁ထိရောက်သော ▁ ဆပ် ပြာ မှု န့် များကို ▁အသုံးပြု ပြီး ▁ဓာတ်ငွေ့ ထုတ်လွှတ်မှု ▁ထိန်းချုပ် ရေး ▁ ပန်းတိုင် များကို ▁အကောင်အထည်ဖော် ကြောင်း ▁ဆုံးဖြတ် နိုင် စေမည့် ▁ အချက်အလက်များ ▁ စုဆောင်းမှု ▁ လိုအပ်ချက်များ ▁ ပါရှိသည်။,စည်းကမ်းချက် တွင် EPA သည် သ ိုက် များကို ထိန်းချုပ် ရာတွင် ထိရောက်သော ဆပ် ပြာ မှု န့် များကို အသုံးပြု ပြီး ဓာတ်ငွေ့ ထုတ်လွှတ်မှု ထိန်းချုပ် ရေး ပန်းတိုင် များကို အကောင်အထည်ဖော် ကြောင်း ဆုံးဖြတ် နိုင် စေမည့် အချက်အလက်များ စုဆောင်းမှု လိုအပ်ချက်များ ပါရှိသည်။,စည်းကမ်းချက် တွင် EPA သည် သ ိုက် များကို ထိန်းချုပ် ရာတွင် ထိရောက်သော ဆပ် ပြာ မှု န့် များကို အသုံးပြု ပြီး ဓာတ်ငွေ့ ထုတ်လွှတ်မှု ထိန်းချုပ် ရေး ပန်းတိုင် များကို အကောင်အထည်ဖော် ကြောင်း ဆုံးဖြတ် နိုင် စေမည့် အချက်အလက်များ စုဆောင်းမှု လိုအပ်ချက်များ ပါရှိသည်။
False,▁အရှေ့ မြောက် ဘက် တွင် ▁တောင် တိုင်း လို လို တွင် ▁Mo or ish ▁ ခံတပ် ရှိသည်။ ▁ပျက်စီး နေသော ▁ ခံတပ် လေးခု ထက် မ နည်း ▁ ဆိပ်ကမ်း ဝင်ပေါက် ကို ▁ စောင့် ကြပ် သည်၊ ▁နှင့် ▁နောက်ထပ် ▁ နှစ်ခု သည် ▁ ကောင်းမွန် စွာ ▁ပြုပြင် ဆဲ ဖြစ်သော ▁A ta lay a ▁နှင့် ▁Ga l er as ▁ရဲတိုက် များသည် ▁စပိန် စစ်တပ် အတွက် ▁အလွန် အ ရေး ပါ သော ▁ပင်လယ် မျက်နှာစာ လက်နက် တိုက် ကို ▁ကာကွယ် ရန် ဖြစ်သည်။,အရှေ့ မြောက် ဘက် တွင် တောင် တိုင်း လို လို လို တွင် Mo or ish ခံတပ် ရှိသည်။ ပျက်စီး နေသော ခံတပ် လေးခု ထက် မ နည်း ဆိပ်ကမ်း ဝင်ပေါက် ကို စောင့် ကြပ် သည်၊ နှင့် နောက်ထပ် နှစ်ခု သည် ကောင်းမွန် စွာ ပြုပြင် ဆဲ ဖြစ်သော A ta lay a နှင့် Ga l er as ရဲတိုက် များသည် စပိန် စစ်တပ် အတွက် အလွန် အ ရေး ပါ သော ပင်လယ် မျက်နှာစာ လက်နက် တိုက် ကို ကာကွယ် ရန် ဖြစ်သည်။,အရှေ့ မြောက် ဘက် တွင် တောင် တိုင်း လို လို လို လို တွင် Mo or ish ခံတပ် ရှိသည်။ ပျက်စီး နေသော ခံတပ် လေးခု ထက် မ နည်း ဆိပ်ကမ်း ဝင်ပေါက် ကို စောင့် ကြပ် သည်၊ နှင့် နောက်ထပ် နှစ်ခု သည် ကောင်းမွန် စွာ ပြုပြင် ဆဲ ဖြစ်သော A ta lay a နှင့် Ga l er as ရဲတိုက် များသည် စပိန် စစ်တပ် အတွက် အလွန် အ ရေး ပါ သော ပင်လယ် မျက်နှာစာ လက်နက် တိုက် ကို ကာကွယ် ရန် ဖြစ်သည်။
False,▁သူတို့ အဲဒီမှာ ရှိ လား။,သူတို့ အဲဒီမှာ ရှိ လား။,သူတို့ အဲဒီမှာ ရှိ လား။
False,▁F el ic ia ' s ▁Jo ur ney ▁သည် ▁မ မွေး သေး သော ကလေး ၏ ဖခင် ကို ရှာဖွေ ရန် ▁ မျှော်လင့်ချက် ဖြင့် ▁အင်္ဂလန် နိုင်ငံ သို့ ▁ပင်လယ် ကိုဖြတ်၍ ▁ပင်လယ် ကို ဖြတ် သွား သော ▁အိုင်ယာလန် မိန်းကလေး ငယ် တစ်ဦး ၏ မျက် စ ိ နောက်ကွယ်တွင် ▁တည်ရှိနေ ပါသည်။ ▁သူမ၏ ▁လူ ငယ်လေး သည် ▁သူမ အား ▁ လစ် လျ ှ ူ ချာ ချာ ▁ပေး ထား ကြောင်း ▁သိ သာ ထင်ရှား လာ သောအခါတွင် ▁ကောင်မလေး ကို ▁ ဖခင် ၏ ▁စိတ်ဝင်စား မှုကို ▁ ခံယူ သော ▁အ ဆီ ချ သော ▁ သက် လတ် ပိုင်း ▁အစားအသောက် ▁ စီမံ မန်နေဂျာ ▁H id itch ▁၊,F el ic ia ' s Jo ur ney သည် မ မွေး သေး သော ကလေး ၏ ဖခင် ကို ရှာဖွေ ရန် မျှော်လင့်ချက် ဖြင့် အင်္ဂလန် နိုင်ငံ သို့ ပင်လယ် ကိုဖြတ်၍ ပင်လယ် ကို ဖြတ် သွား သော အိုင်ယာလန် မိန်းကလေး ငယ် တစ်ဦး ၏ မျက် စ ိ နောက်ကွယ်တွင် တည်ရှိနေ ပါသည်။,F el ic ia ' s Jo ur ney သည် မ မွေး သေး သော ကလေး ၏ ဖခင် ကို ရှာဖွေ ရန် မျှော်လင့်ချက် ဖြင့် အင်္ဂလန် နိုင်ငံ သို့ ပင်လယ် ကိုဖြတ်၍ ပင်လယ် ကို ဖြတ် သွား သော အိုင်ယာလန် မိန်းကလေး ငယ် တစ်ဦး ၏ မျက် စ ိ နောက်ကွယ်တွင် တည်ရှိနေ ပါသည်။
False,▁လျှို့ဝှက် ဝှက် ထဲတွင် ▁V ol t ai re ▁နှင့် ▁Ro us se au ▁၊ ▁H u go ▁နှင့် ▁ Z ola ▁၊ ▁လုပ် ကြ ံ သတ် ဖြတ် ခံခဲ့ရ သော ▁ဆို ရှ ယ် လစ် ခေါင်းဆောင် ▁Je an ▁Ja ur y s ▁နှင့် ▁ မျက် မ မြင် များအတွက် ▁အ က ္ ခ ရာ ကို ▁တီထွင် သူ ▁Louis ▁B ra ille ▁ တို့၏ ▁အ ကြွ င်း အ ကျန် များကို ▁မြှုပ်နှံထား သည်။,လျှို့ဝှက် ဝှက် ထဲတွင် V ol t ai re နှင့် Ro us se au ၊ H u go နှင့် Z ola ၊ လုပ် ကြ ံ သတ် ဖြတ် ခံခဲ့ရ သော ဆို ရှ ယ် လစ် ခေါင်းဆောင် Je an Ja ur y s နှင့် မျက် မ မြင် များအတွက် အ က ္ ခ ရာ ကို တီထွင် သူ Louis B ra ille တို့၏ အ ကြွ င်း အ ကျန် များကို မြှုပ်နှံထား သည်။,လျှို့ဝှက် ဝှက် ထဲတွင် V ol t ai re နှင့် Ro us se au ၊ H u go နှင့် Z ola ၊ လုပ် ကြ ံ သတ် ဖြတ် ခံခဲ့ရ သော ဆို ရှ ယ် လစ် ခေါင်းဆောင် Je an Ja ur y s နှင့် မျက် မ မြင် များအတွက် အ က ္ ခ ရာ ကို တီထွင် သူ Louis B ra ille တို့၏ အ ကြွ င်း အ ကျန် များကို မြှုပ်နှံထား သည်။
False,▁အ ွ မ် လို့ ▁ခေါ် တဲ့ ▁ စုံ တွဲ တစ် တွဲ ရှိတယ်၊ ▁အခု ▁သူ့ နာမည် ကို ▁ မေ့ သွား တော့ မှာ ပဲ၊ ▁Di r k son,အ ွ မ် လို့ ခေါ် တဲ့ စုံ တွဲ တစ် တွဲ ရှိတယ်၊ အခု သူ့ နာမည် ကို မေ့ သွား တော့ မှာ ပဲ၊ Di r k son,အ ွ မ် လို့ ခေါ် တဲ့ စုံ တွဲ တစ် တွဲ ရှိတယ်၊ အခု သူ့ နာမည် ကို မေ့ သွား တော့ မှာ ပဲ
False,▁Poirot ၊ ▁ကျွန်တော် ▁စိတ် သက်သာ ရာ ရ စွာ နဲ့ ▁ အော် လိုက်ပြီး ▁သူ့ကို ▁လက် နှစ် ဖက် နဲ့ ▁ ဖမ်း ပြီး ▁အခန်း ထဲကို ▁ ဆွဲ ခေါ် သွားတယ်။,Poirot ၊ ကျွန်တော် စိတ် သက်သာ ရာ ရ စွာ နဲ့ အော် လိုက်ပြီး သူ့ကို လက် နှစ် ဖက် နဲ့ ဖမ်း ပြီး အခန်း ထဲကို ဆွဲ ခေါ် သွားတယ်။,Poirot ၊ ကျွန်တော် စိတ် သက်သာ ရာ ရ စွာ နဲ့ အော် လိုက်ပြီး သူ့ကို လက် နှစ် ဖက် နဲ့ ဖမ်း ပြီး အခန်း ထဲကို ဆွဲ ခေါ် သွားတယ်။
False,▁as wan ▁ ဟူသော ▁စကားလုံး သည် ▁အမှန်တကယ် အားဖြင့် ▁ရှေးခေတ် ▁ အီဂျစ် တွင် ▁ကုန်သွယ်မှု ▁သို့မဟုတ် ▁စျေးကွက် ကို ▁ ဆိုလို ပြီး ▁၎င်း၏ ▁အထင်ရှားဆုံး သော ▁လှုပ်ရှားမှု ကို ▁ ဆိုလို သည်။,as wan ဟူသော စကားလုံး သည် အမှန်တကယ်,as wan ဟူသော စကားလုံး သည် အမှန်တကယ်
False,▁စျေးကွက် က ▁ဘယ်လို မျိုး ▁ခံနိုင်ရည် ရှိ လဲ။,စျေးကွက် က ဘယ်လို မျိုး ခံနိုင်ရည် ရှိ လဲ။,စျေးကွက် က ဘယ်လို မျိုး ခံနိုင်ရည် ရှိ လဲ။
False,▁ဂျပန် ၏ ▁ အုပ်စိုး ရှင် သစ် များ ▁မည်မျှ ▁လျင်မြန်စွာ ▁ ဖမ်း စား နိုင်သည် ကို ▁ပြသ ရန် ▁၁၉ ▁ရာစု ▁ တိုက် ရေ ယာဉ် ▁သံ ခင်း တ မန် ခင်း တွင် ▁ကို ရီးယား နှင့် ▁တရုတ် တို့ အပေါ် ▁ပြစ်ဒဏ် ခတ် မှု ▁နှစ် ကြိမ် ▁ပြုလုပ် ခဲ့သည်။,ဂျပန် ၏ အုပ်စိုး ရှင် သစ် များ မည်မျှ လျင်မြန်စွာ ဖမ်း စား နိုင်သည် ကို ပြသ ရန် ၁၉ ရာစု တိုက် ရေ ယာဉ် သံ ခင်း တ မန် ခင်း တွင် ကို ရီးယား နှင့် တရုတ် တို့ အပေါ် ပြစ်ဒဏ် ခတ် မှု နှစ် ကြိမ် ပြုလုပ် ခဲ့သည်။,ဂျပန် ၏ အုပ်စိုး ရှင် သစ် များ မည်မျှ လျင်မြန်စွာ ဖမ်း စား နိုင်သည် ကို ပြသ ရန် ၁၉ ရာစု တိုက် ရေ ယာဉ် သံ ခင်း တ မန် ခင်း တွင် ကို ရီးယား နှင့် တရုတ် တို့ အပေါ် ပြစ်ဒဏ် ခတ် မှု နှစ် ကြိမ် ပြုလုပ် ခဲ့သည်။
False,▁ ယုံကြည်မှု ရန်ပုံငွေ သည် ▁20 16 ▁ခုနှစ်တွင် ▁ငွေ သား လိုငွေပြမှု ▁စတင် သည့်အခါ ▁အစိုးရ တစ်ရပ် လုံး သည် ▁လူမှုဖူလုံရေး မဟုတ်သော ▁ပို လျှံ ငွေ များကို ▁လျှော့ချ ခြင်း၊ ▁အများသူငှာ ▁ချ ေး ငှား ခြင်း၊ ▁အခြား အခွန် များ ▁ ကောက်ခံ ခြင်း ▁သို့မဟုတ် ▁အခြားသော ▁လျှော့ချ ခြင်းဖြင့် ▁လူမှုဖူလုံရေး ၏ ▁ငွေ သား လိုငွေပြမှု ကို ▁ ဘဏ္ဍာ ငွေ အဖြစ် ▁ဖြည့်ဆည်းပေး ရမည်ဖြစ်သည်။ ▁အစိုးရ အသုံးစရိတ် ။,ယုံကြည်မှု ရန်ပုံငွေ သည် 20 16 ခုနှစ်တွင် ငွေ သား လိုငွေပြမှု စတင် သည့်အခါ အစိုးရ တစ်ရပ် လုံး သည် လူမှုဖူလုံရေး မဟုတ်သော ပို လျှံ ငွေ များကို လျှော့ချ ခြင်း၊ အများသူငှာ ချ ေး ငှား ခြင်း၊ အခြား အခွန် များ ကောက်ခံ ခြင်း သို့မဟုတ် အခြားသော လျှော့ချ ခြင်းဖြင့် လူမှုဖူလုံရေး ၏ ငွေ သား လိုငွေပြမှု ကို ဘဏ္ဍာ ငွေ အဖြစ် ဖြည့်ဆည်းပေး ရမည်ဖြစ်သည်။,20 16 ခုနှစ်တွင် ငွေ သား လိုငွေပြမှု စတင် သည့်အခါ အစိုးရ တစ်ရပ် လုံး သည် လူမှုဖူလုံရေး မဟုတ်သော ပို လျှံ ငွေ များကို လျှော့ချ ခြင်း၊ အများသူငှာ ချ ေး ငှား ခြင်း၊ အခြား အခွန် များ ကောက်ခံ ခြင်း သို့မဟုတ် အခြားသော လျှော့ချ ခြင်းဖြင့် လူမှုဖူလုံရေး ၏ ငွေ သား လိုငွေပြမှု ကို ဘဏ္ဍာ ငွေ အဖြစ် ဖြည့်ဆည်းပေး ရမည်ဖြစ်သည်။
False,▁ဤ အဖွဲ့အစည်းများ သည် ▁၎င်းတို့၏ ▁လုပ်ငန်းစဉ် များနှင့် ▁ မစ်ရှင် အောင်မြင်မှု ကို ▁မည်ကဲ့သို့ ▁ပံ့ပိုးပေး သည် ▁သို့မဟုတ် ▁မည်ကဲ့သို့ ▁ဟ န့် တာ း သည်ကို ▁နားလည် ရန် ▁ဤ အဖွဲ့အစည်းများ သည် ▁၎င်းတို့၏ ▁လုပ်ငန်းစဉ် များကို ▁နားလည် ရန် ▁အချိန် နှင့် ▁အား ထုတ် မှုကို ▁မြှုပ်နှံထား သည်။,ဤ အဖွဲ့အစည်းများ သည် ၎င်းတို့၏ လုပ်ငန်းစဉ် များနှင့် မစ်ရှင် အောင်မြင်မှု ကို မည်ကဲ့သို့ ပံ့ပိုးပေး သည် သို့မဟုတ် မည်ကဲ့သို့ ဟ န့် တာ း သည်ကို နားလည် ရန် ဤ အဖွဲ့အစည်းများ သည် ၎င်းတို့၏ လုပ်ငန်းစဉ် များကို နားလည် ရန် အချိန် နှင့် အား ထုတ် မှုကို မြှုပ်နှံထား သည်။,ဤ အဖွဲ့အစည်းများ သည် ၎င်းတို့၏ လုပ်ငန်းစဉ် များနှင့် မစ်ရှင် အောင်မြင်မှု ကို မည်ကဲ့သို့ ပံ့ပိုးပေး သည် သို့မဟုတ် မည်ကဲ့သို့ ဟ န့် တာ း သည်ကို နားလည် ရန် ဤ အဖွဲ့အစည်းများ သည် ၎င်းတို့၏ လုပ်ငန်းစဉ် များကို နားလည် ရန် အချိန် နှင့် အား ထုတ် မှုကို မြှုပ်နှံထား သည်။
False,▁ပြီးတော့ ▁မင်း နဲ့ စကားပြော ရတာ ▁ ကောင်းတယ်။,ပြီးတော့ မင်း နဲ့ စကားပြော ရတာ ကောင်းတယ်။,ပြီးတော့ မင်း နဲ့ စကားပြော ရတာ ကောင်းတယ်။
False,▁ အချက်အလက်များကို ▁သင် ဝင်ရောက် ခွင့် ရှိသည်။,အချက်အလက်များကို သင် ဝင်ရောက် ခွင့် ရှိသည်။,အချက်အလက်များကို သင် ဝင်ရောက် ခွင့် ရှိသည်။
False,▁ ပတ်ဝန်းကျင် ▁တည်ဆောက် ခြင်း ▁ အင်ဂျင် နီ ယာ ▁ထုတ်လုပ်မှု ▁ထုတ်လုပ်မှု ▁( နှုန်း ထား ▁ ကိရိယာ အားလုံး ) ▁( ထုတ်လုပ် မှု ▁ ကိရိယာ ▁ တန် ဆာ ပ လာ ▁ပထမ တွဲ ),ပတ်ဝန်းကျင် တည်ဆောက် ခြင်း အင်ဂျင် နီ ယာ,ပတ်ဝန်းကျင် တည်ဆောက် ခြင်း အင်ဂျင် နီ ယာ
False,▁သင့် တွင် ▁ ကိုယ်ပိုင် အိမ် ရှိ သ ရွေ့ ▁သင့် အိမ် နီး နား ချင်း ၏ ▁ သုံးစွဲ မှု အလေ့အထ ကို ▁ ကြောက်ရွံ့ ခြင်းသည် ▁သူ့ ဧည့် ခန်း ရှိ ▁ ကော်ဇော အရောင် ကို ▁ နှ ောင့် ယှက် ခြင်းနှင့် တူ သည်။,သင့် တွင် ကိုယ်ပိုင် အိမ် ရှိ သ ရွေ့ သင့် အိမ် နီး နား ချင်း ၏ သုံးစွဲ မှု အလေ့အထ ကို ကြောက်ရွံ့ ခြင်းသည် သူ့ ဧည့် ခန်း ရှိ ကော်ဇော အရောင် ကို နှ ောင့် ယှက် ခြင်းနှင့် တူ သည်။,သင့် တွင် အိမ် ရှိ သ ရွေ့ သင့် အိမ် နီး နား ချင်း ၏ သုံးစွဲ မှု အလေ့အထ ကို ကြောက်ရွံ့ ခြင်းသည် သူ့ ဧည့် ခန်း ရှိ ကော်ဇော အရောင် ကို နှ ောင့် ယှက် ခြင်းနှင့် တူ သည်။
False,▁ဟုတ်ပါတယ် ▁သူတို့ လည်း ▁စစ် မှု ထမ်း နိုင် သလို ▁အမြဲတမ်း လည်း ▁စစ် မှု မ ထမ်း မ နေရ ဘဲ ▁သူတို့ နိုင်ငံသား တွေ လို့ ▁ကျ န ော် ယုံကြည် ပါတယ်။,ဟုတ်ပါတယ် သူတို့ လည်း စစ် မှု ထမ်း နိုင် သလို အမြဲတမ်း လည်း စစ် မှု မ ထမ်း မ နေရ ဘဲ သူတို့ နိုင်ငံသား တွေ လို့ ကျ န ော် ယုံကြည် ပါတယ်။,ဟုတ်ပါတယ် သူတို့ လည်း စစ် မှု ထမ်း နိုင် သလို အမြဲတမ်း လည်း စစ် မှု မ ထမ်း မ နေရ ဘဲ သူတို့ နိုင်ငံသား တွေ လို့ ကျ န ော် ယုံကြည် ပါတယ်။
False,▁သူမ ▁ပြန် ပြုံး ပြ သည်။,သူမ ပြန် ပြုံး ပြ ပြ သည်။,သူမ ပြန် ပြုံး ပြ ပြ ပြ ပြ ပြ သည်။
False,▁He al th ▁Ca re ▁F in an cin g ▁A d min ist rat ion ▁မှ ▁Act u ary ▁ ရုံး ၏ ▁အဆိုအရ ▁ 75 ▁နှစ် တာ ကာလ အတွင်း ▁H I ▁အကျိုးကျေးဇူး များကို ▁ရန်ပုံငွေ တစ်ခုတည်း အတွက် ▁လိုအပ်သော ▁ခန့်မှန်းခြေ အ သား တင် ▁ပ စ္စ ု ပ ္ ပန် တန်ဖိုး သည် ▁4 ▁ဒေါ်လာ ဖြစ်သည်။,He al th Ca re F in an cin g A d min ist rat ion မှ Act u ary ရုံး ၏ အဆိုအရ 75 နှစ် တာ ကာလ အတွင်း H I အကျိုးကျေးဇူး များကို ရန်ပုံငွေ တစ်ခုတည်း အတွက် လိုအပ်သော ခန့်မှန်းခြေ အ သား တင် ပ စ္စ ု ပ ္ ပန် တန်ဖိုး သည် 4 ဒေါ်လာ ဖြစ်သည်။,He al th Ca re F in an cin g A d min ist rat ion မှ Act u ary ရုံး ၏ အဆိုအရ 75 နှစ် တာ ကာလ အတွင်း H I အကျိုးကျေးဇူး များကို ရန်ပုံငွေ တစ်ခုတည်း အတွက် လိုအပ်သော ခန့်မှန်းခြေ အ သား တင် ပ စ္စ ု ပ ္ ပန် တန်ဖိုး သည် 4 ဒေါ်လာ ဖြစ်သည်။
False,▁ထို့ကြောင့် ၊ ▁ တရားစွဲဆို ရေး ဝန်ဆောင်မှုများ နှင့် စပ် လျ ဉ် း ၍ ▁ကွန်ဂရက် မှ ▁ရန်ပုံငွေ ထောက်ပံ့ ထားပြီး ၊ ▁စည်းရုံး ရေး ကွန် ဂ ရက် ၏ ▁ထုတ်ဖော် ပြောဆို မှုအတွက် ▁ကန့်သတ် ရန် နည်းလမ်း မရှိပေ။,ထို့ကြောင့် ၊ တရားစွဲဆို ရေး ဝန်ဆောင်မှုများ နှင့် စပ် လျ ဉ် း ၍ ကွန်ဂရက် မှ ရန်ပုံငွေ ထောက်ပံ့ ထားပြီး ၊ စည်းရုံး ရေး ကွန် ဂ ရက် ၏ ထုတ်ဖော် ပြောဆို မှုအတွက် ကန့်သတ် ရန် နည်းလမ်း မရှိပေ။,ထို့ကြောင့် ၊ တရားစွဲဆို ရေး ဝန်ဆောင်မှုများ နှင့် စပ် လျ ဉ် း ၍ ကွန်ဂရက် မှ ရန်ပုံငွေ ထောက်ပံ့ ထားပြီး ၊ စည်းရုံး ရေး ကွန် ဂ ရက် ၏ ထုတ်ဖော် ပြောဆို မှုအတွက် ကန့်သတ် ရန် နည်းလမ်း မရှိပေ။
False,▁ဒါကို ▁ဘယ်လို ပြင် ရ မလဲ။ ',ဒါကို ဘယ်လို ပြင် ရ မလဲ။ ' ',ဒါကို ဘယ်လို ပြင် ရ မလဲ။ ' ' '
False,▁ဒါ ▁ ပေမယ့် ▁အဲဒါက ▁အရမ်း စီစဉ် ▁ ရတာ ▁ ပေါ့ ။,ဒါ ပေမယ့် အဲဒါက အရမ်း စီစဉ် ရတာ ပေါ့ ။,ဒါ ပေမယ့် အဲဒါက အရမ်း စီစဉ် ရတာ ပေါ့ ။
