isNull,original,translated,back_translated
False,▁အဆိုပါ ▁ အချက်အလက်များ ▁သည် ▁ဗြိတိန် ▁ မောင်း နှ င် မှု ▁ စံချိန်စံညွှန်း ▁အေဂျင်စီ ▁သို့ ▁ ပုဂ္ဂလိက ▁ ကန် ထ ရိုက် တာ ▁တစ်ခု ▁ ဖြစ်သော ▁ ပီ ယာ ဆ မ် ▁ ယာဉ် မောင်း ဆိုင်ရာ ▁အကဲဖြတ် စ ိ စစ် မှု ▁ လီ မိ တက် ▁က ▁ ပိုင်ဆိုင် ခဲ့သော ▁ဟာ ဒ် ဒ ရိုက် ▁တစ်ခု ▁ ပေါ်တွင် ▁ ပျောက် ဆုံး ခဲ့သည် ▁။,အဆိုပါ အချက်အလက်များ သည် ဗြိတိန် မောင်း နှ င် မှု စံချိန်စံညွှန်း အေဂျင်စီ သို့ ပုဂ္ဂလိက ကန် ထ ရိုက် တာ တစ်ခု ဖြစ်သော ပီ ယာ ဆ မ် ယာဉ် မောင်း ဆိုင်ရာ အကဲဖြတ် စ ိ စစ် မှု လီ မိ တက် က ပိုင်ဆိုင် ခဲ့သော ဟာ ဒ် ဒ ရိုက် တစ်ခု ပေါ်တွင် ပျောက် ဆုံးခဲ့သည် ။,ဗြိတိန် မောင်း နှ င် မှု စံချိန်စံညွှန်း အေဂျင်စီ သို့
False,▁ အသေးစိတ် များ ▁ကို ▁မနေ့က ▁၁ ၇ ၃၀ ▁ယူ တီ စီ ▁ ၌ ▁အောက်လွှတ်တော် ▁ရှိ ▁ဗြိတိန် နိုင်ငံ ▁ ပို့ ဆောင် ရေး ▁အတွင်း ရေးမှူး ▁ ရု သ ် ကယ် လီ ▁က ▁ပေး ခဲ့သည် ▁။,အသေးစိတ် များ ကို မနေ့က ၁ ၇ ၃၀ ယူ တီ စီ ၌ အောက်လွှတ်တော် ရှိ ဗြိတိန် နိုင်ငံ ပို့ ဆောင် ရေး အတွင်း ရေးမှူး ရု သ ် ကယ် လီ က ပေး ခဲ့သည် ။,အသေးစိတ် များ ကို မနေ့က ၁ ၇ ၃၀ ယူ တီ စီ ၌ အောက်လွှတ်တော် ရှိ ဗြိတိန် နိုင်ငံ ပို့ ဆောင် ရေး အတွင်း ရေးမှူး ရု သ ် ကယ် လီ က ပေး ခဲ့သည် ။
False,▁အဆိုပါ ကိစ္စ ▁သည် ▁အောက်တိုဘာလ ▁တွင် ▁လူ ▁၂ ၅ ▁သန်း ▁၏ ▁သတင်းအချက်အလက် များ ▁အခွန် ဝန်ကြီး ဌာန ▁ ကြောင့် ▁ဆုံးရှုံး ခဲ့ ▁ ကတည်းက ▁ဗြိတိန် နိုင်ငံ ▁တွင် ▁ပထမ ဦး ဆုံး သော ▁အဓိက ကျ သည့် ▁ အချက်အလက်များ ▁၏ ▁ ပျောက် ဆုံး မှု ▁ ဖြစ်သည် ▁။,အဆိုပါ ကိစ္စ သည် လူ ၂ ၅ သန်း ၏ သတင်းအချက်အလက် များ အခွန် ဝန်ကြီး ဌာန ကြောင့် ဆုံးရှုံး ခဲ့ ကတည်းက ဗြိတိန် နိုင်ငံ တွင် ပထမ ဦး ဆုံး သော အဓိက ကျ သည့် အချက်အလက်များ ၏ ပျောက် ဆုံး မှု ဖြစ်သည် ။,အဆိုပါ ကိစ္စ သည် ဗြိတိန် နိုင်ငံ တွင် ပထမ ဦး ဆုံး သော အဓိက ကျ သည့် အချက်အလက်များ ၏ ပျောက် ဆုံး မှု ဖြစ်သည် ။
False,▁ လွှတ်တော်အမတ် များ ▁သို့ ▁သူမ၏ ▁ ကြေငြာ ချက် ▁တွင် ▁ ရု သ ် ကယ် လီ ▁က ▁ ပျောက် ဆုံး ခဲ့သော ▁ အချက်အလက်များ ▁အတွင်း ▁မည်သည့် ▁ဘ ဏ် လုပ်ငန်း ▁သတင်းအချက်အလက် ▁မှ ▁မ ပါ ၀င် ▁ သကဲ့သို့ ▁တစ်ဦးချင်း စီ ▁၏ ▁ မွေး သ က ္ က ရာ ဇ် များ ▁ လည်း ▁မ ပါ ၀င် ကြောင်း ▁အတည်ပြု သွား ခဲ့သည် ▁။,လွှတ်တော်အမတ် များ သို့ သူမ၏ ကြေငြာ ချက် တွင် ရု သ ် ကယ် လီ က ပျောက် ဆုံး ခဲ့သော အချက်အလက်များ အတွင်း မည်သည့် ဘ ဏ် လုပ်ငန်း သတင်းအချက်အလက် မှ မ ပါ ၀င် သကဲ့သို့ တစ်ဦးချင်း စီ ၏ မွေး သ က ္ က ရာ ဇ် များ လည်း မ ပါ ၀င် ကြောင်း အတည်ပြု သွား ခဲ့သည် ။,လွှတ်တော်အမတ် များ သို့ သူမ၏ ကြေငြာ ချက် တွင် ရု သ ် ကယ် လီ က ပျောက် ဆုံး ခဲ့သော အချက်အလက်များ အတွင်း မည်သည့် ဘ ဏ် လုပ်ငန်း သတင်းအချက်အလက် မှ မ ပါ ၀င် သကဲ့သို့ တစ်ဦးချင်း စီ ၏ မွေး သ က ္ က ရာ ဇ် များ လည်း မ ပါ ၀င် ကြောင်း အတည်ပြု သွား ခဲ့သည် ။
False,▁သူမ ▁သည် ▁လုံခြုံရေး ရာ ▁ဆောင်ရွက် မှုများ ▁ ရယူ ခဲ့ကြောင်း ▁နှင့် ▁သိမ်းဆည်းထား ခဲ့သော ▁သတင်းအချက်အလက် များ ▁သည် ▁စ ံ သတ်မှတ်ထား သော ▁နည်းလမ်း များ ▁ ဖြင့် ▁ “ ▁အလွယ်တကူ ▁ အသုံး ဝင် သော ▁သို့မဟုတ် ▁ ဖတ် ရှု ခွင့် ရ သော ▁” ▁ ပုံစံ ▁တစ်ခု ▁ အနေဖြင့် ▁ မဟုတ် ကြောင်း ▁မီး မောင်း ထိုး ပြ ခဲ့သည် ▁။,သူမ သည် လုံခြုံရေး ရာ ဆောင်ရွက် မှုများ ရယူ ခဲ့ကြောင်း နှင့် သိမ်းဆည်းထား ခဲ့သော သတင်းအချက်အလက် များ သည် စ ံ သတ်မှတ်ထား သော နည်းလမ်း များ ဖြင့် “ အလွယ်တကူ အသုံး ဝင် သော သို့မဟုတ် ဖတ် ရှု ခွင့် ရ သော ” ပုံစံ တစ်ခု အနေဖြင့် မဟုတ် ကြောင်း မီး မောင်း ထိုး ပြ ခဲ့သည် ။ ။,သူမ သည် လုံခြုံရေး ရာ ဆောင်ရွက် မှုများ ရယူ ခဲ့ကြောင်း နှင့် သိမ်းဆည်းထား ခဲ့သော သတင်းအချက်အလက် များ သည် စ ံ သတ်မှတ်ထား သော နည်းလမ်း များ ဖြင့် “ အလွယ်တကူ အသုံး ဝင် သော သို့မဟုတ် ဖတ် ရှု ခွင့် ရ သော ” ပုံစံ တစ်ခု အနေဖြင့် မဟုတ် ကြောင်း မီး မောင်း ထိုး ပြ ခဲ့သည် ။ ။
False,▁ဗြိတိန် ▁တွင် ▁ဤ ▁ အချက်အလက်များ ▁၏ ▁ တိကျ သည့် ▁ဆုံးရှုံး မှုများ ▁နှင့် ▁အစိုးရ ▁၏ ▁သတင်းအချက်အလက် များ ▁ လုံခြုံ စိတ် ချ စွာ ▁စုဆောင်း ▁ပြီး ▁ထိန်းသိမ်းထား ရှိ ▁ နိုင်စွမ်း သော ▁ သဘောသဘာဝ ▁ နှစ်ခု စလုံး ▁နှင့် ▁ပတ်သက်၍ ▁နိုင်ငံရေး အရ ▁ သုံးသပ် မှုများ ▁ဆက်လက် ▁ မြှင့် တက် နေ ခဲ့သည် ▁။,ဗြိတိန် တွင် ဤ အချက်အလက်များ ၏ တိကျ သည့် ဆုံးရှုံး မှုများ နှင့် အစိုးရ ၏ သတင်းအချက်အလက် များ လုံခြုံ စိတ် ချ စွာ စုဆောင်း ပြီး ထိန်းသိမ်းထား ရှိ နိုင်စွမ်း သော သဘောသဘာဝ နှစ်ခု စလုံး နှင့် ပတ်သက်၍ နိုင်ငံရေး အရ သုံးသပ် မှုများ ဆက်လက် မြှင့် တက် နေ ခဲ့သည် ။ ။,ဗြိတိန် တွင် ဤ အချက်အလက်များ ၏ တိကျ သည့် ဆုံးရှုံး မှုများ နှင့် အစိုးရ ၏ သတင်းအချက်အလက် များ လုံခြုံ စိတ် ချ စွာ စုဆောင်း ပြီး ထိန်းသိမ်းထား ရှိ နိုင်စွမ်း သော သဘော ရှိ ခဲ့ သည် ။ ။
False,▁လစ်ဘရယ် ▁ဒီမိုကရက် ▁ကို ▁ကိုယ်စားပြု ထားသော ▁ ဆူ ဇ န် ▁က ရာ မား ▁က ▁ “ ▁ အချက်အလက်များ ▁စုဆောင်း ▁ ရန် ▁၊ ▁ အချက်အလက်များ ▁ပိုမို ▁ရရှိ ▁ ရန် ▁၊ ▁သင့် ▁အကြောင်း ▁ပိုမို ▁သိရှိ ▁ ရန် ▁၊ ▁ထို မှတဆင့် ▁အတူတကွ ▁ပိုမို ▁ဆက်သွယ် ▁ ရန် ▁ဤ ကဲ့သို့ ▁စဉ်ဆက်မပြတ် ▁ကြိုးစား မှု ▁သည် ▁အားလုံး ▁ကို ▁နောက်ထပ် ▁ ထည့်သွင်းစဉ်းစား ခြင်း ▁သို့မဟုတ် ▁ဆွေးနွေး မှု ▁တစ်ခု ▁ ဖြစ်ကြောင်း ▁ကျွန်ုပ် ▁ထင်မြင် သည် ▁” ▁ဟု ▁တင်ပြ သွား ခဲ့သည် ▁။,လစ်ဘရယ် ဒီမိုကရက် ကို ကိုယ်စားပြု ထားသော ဆူ ဇ န် က ရာ မား က “ အချက်အလက်များ စုဆောင်း ရန် ၊ အချက်အလက်များ ပိုမို ရရှိ ရန် ၊ သင့် အကြောင်း ပိုမို သိရှိ ရန် ၊ ထို မှတဆင့် အတူတကွ ပိုမို ဆက်သွယ် ရန် ဤ ကဲ့သို့ စဉ်ဆက်မပြတ် ကြိုးစား မှု သည် အားလုံး ကို နောက်ထပ် ထည့်သွင်းစဉ်းစား ခြင်း သို့မဟုတ် ဆွေးနွေး မှု တစ်ခု ဖြစ်ကြောင်း ကျွန်ုပ် ထင်မြင် သည် ” ဟု တင်ပြ သွား ခဲ့သည် ။,လစ်ဘရယ် ဒီမိုကရက် ကို ကိုယ်စားပြု ထားသော ဆူ ဇ န် က ရာ မား က “ အချက်အလက်များ စုဆောင်း ရန် ၊ အချက်အလက်များ ပိုမို ရရှိ ရန် ၊ သင့် အကြောင်း ပိုမို သိရှိ ရန် ၊ ထို မှတဆင့် အတူတကွ ပိုမို ဆက်သွယ် ရန် ဤ ကဲ့သို့ စဉ်ဆက်မပြတ် ကြိုးစား မှု သည် အားလုံး ကို နောက်ထပ် ထည့်သွင်းစဉ်းစား ခြင်း သို့မဟုတ် ဆွေးနွေး မှု တစ်ခု ဖြစ်ကြောင်း ကျွန်ုပ် ထင်မြင် သည် ” ဟု တင်ပြ သွား ခဲ့သည် ။
False,▁ ကာ ပန် တ ရီ ယာ ပင်လယ် ကွေ့ ▁ ၌ ▁ မည် း မှောင် ▁ပြီး ▁ပြ န့် ကြ ဲ လျ ှ က် ▁တွေ့ရှိ ခဲ့သော ▁ မှောင် ခို သင်္ဘော ▁ရေ နံ တင် သင်္ဘော ▁ ဂျီ အ န်း ဆန် ▁ကိုင်တွယ် မှု ▁ အပေါ် ▁မတ်လ ▁၂ ၈ ရက် ▁နှင့် ▁၂ ၉ ရက် ▁တွင် ▁သြစတြေးလျ ▁လွှတ်တော် ▁ ၌ ▁ပြုလုပ်ခဲ့ သော ▁အစိုးရ ▁၏ ▁ ဂျီ အ န်း ဆန် ▁ ရေး ရာ ▁ ကြိုးပမ်းအားထုတ် မှုများ ▁သို့ ▁ ဝေဖန် မှုများ ▁ဦးတည် စေခဲ့သည်။,ကာ ပန် တ ရီ ယာ ပင်လယ် ကွေ့ ၌ မည် း မှောင် ပြီး ပြ န့် ကြ ဲ လျ ှ က် တွေ့ရှိ ခဲ့သော မှောင် ခို သင်္ဘော ရေ နံ တင် သင်္ဘော ဂျီ အ န်း ဆန် ကိုင်တွယ် မှု,သင်္ဘော ဂျီ အ န်း ဆန် ကိုင်တွယ် မှု
False,▁ အထက် လွှတ်တော်အမတ် ▁ ဂျ ိုး လူ း ၀တ် ▁( ▁အလုပ်သမား ရေး ရာ ▁၊ ▁ ကွင်း စ လန် ▁ ) ▁က ▁တရား ရေး ဝန်ကြီး ▁နှင့် ▁အ ကောက် ခွန် ▁ အထက် လွှတ်တော်အမတ် ▁ချ ရစ် ▁အ ယ် လစ် ဆန် ▁အား ▁သြစတြေးလျ ▁အစိုးရ ▁ ပိုင် နက် ▁တွင် ▁ “ ▁ဤ ▁အခြေအနေ များ ▁တွင် ▁ သင်္ဘော ▁ တစ်စီး ▁အား ▁ဖမ်းဆီး ▁ ရန် ▁ ေ ၀ ဟ င် ▁နှင့် ▁ရေ ကြောင်း ▁စောင့်ကြည့် မှု ▁နှင့် ▁ထို အလုပ် မှာ ▁ပြီး ဆုံး ခဲ့ကြောင်း ▁” ▁ကို ▁သ ရုပ် ပြ ခဲ့ ▁ သည့် ▁ ဂျီ အ န်း ဆန် ▁ရှာဖွေ မှု ▁နှင့် ▁ပတ်သက်၍ ▁မနေ့က ▁သူ ▁ပြုလုပ်ခဲ့ သည် ▁ဆို သော ▁သူ၏ ▁တောင်းဆို ချက် ▁အတွက် ▁သူ ▁ ရပ်တည် ခြင်း ▁ ရှိမရှိ ▁ကို ▁မေးခွန်း ▁မေး ချိန် ▁တွင် ▁မေး ခဲ့ပြီး ▁အစိုးရ ▁က ▁သြစတြေးလျ ▁ရေ ကြောင်း ▁သို့ ▁ ၀င် ရောက် ခဲ့ ▁ ပြီးနောက် ▁ သင်္ဘော ▁ကို ▁ဖမ်းဆီး ▁ ရန် ▁ ကိစ္စ ▁အား ▁မည်သည့် အတွက် ကြောင့် ▁အချိန် ▁နှစ် ▁ ပတ် ▁ယူ ခဲ့သည် ▁ကို ▁မေး ခဲ့သည် ▁။,အထက် လွှတ်တော်အမတ် ဂျ ိုး လူ း ၀တ် ( အလုပ်သမား ရေး ရာ ၊ ကွင်း စ လန် ) က တရား ရေး ဝန်ကြီး နှင့် အ ကောက် ခွန် အထက် လွှတ်တော်အမတ် ချ ရစ် အ ယ် လစ် ဆန် အား သြစတြေးလျ အစိုးရ ပိုင် နက် တွင် “ ဤ အခြေအနေ များ တွင် သင်္ဘော တစ်စီး အား ဖမ်းဆီး ရန် ေ ၀ ဟ င် နှင့် ရေ ကြောင်း စောင့်ကြည့် မှု နှင့် ထို အလုပ် မှာ ပြီး ဆုံး ခဲ့ကြောင်း ” ကို သ ရုပ် ပြ ခဲ့ သည့် ဂျီ အ န်း ဆန် ရှာဖွေ မှု နှင့် ပတ်သက်၍ မနေ့က သူ ပြုလုပ်ခဲ့ သည် ဆို သော သူ၏ တောင်းဆို ချက် အတွက် သူ ရပ်တည် ခြင်း ရှိမရှိ ကို မေးခွန်း မေး ချိန် တွင် မေး ခဲ့ပြီး အစိုးရ က သြစတြေးလျ ရေ ကြောင်း သို့ ၀င် ရောက် ,ဂျီ အ န်း ဆန် ရှာဖွေ မှု နှင့် ပတ်သက်၍ သြစတြေးလျ အစိုးရ က သြစတြေးလျ ရေ ကြောင်း သို့ ၀င် ရောက်
False,▁ အထက် လွှတ်တော်အမတ် ▁အ ယ် လစ် ဆန် ▁သည် ▁မတ်လ ▁ ၈ ▁ရက် နေ့ ▁တွင် ▁ င်္ သဘော ▁၏ ▁ပထမဆုံး ▁ရှာဖွေ ခြင်း ▁ ၌ ▁ “ ▁တရား မ ၀င် သည့် ▁မည်သည့်အရာ မှ ▁မလုပ် ခဲ့ ပါ ▁” ▁ဟု ▁ တု န့် ပြန် ခဲ့ပြီး ▁ “ ▁၁ ၇ ▁ရက် ▁ လုံး ▁ မျော နေ ခဲ့သည် ▁လို့ ▁ထို သို့ ▁ ဖော်ပြထား ခြင်း ▁မရှိ ▁” ▁ဟု ▁ ပြောဆို ၍ ▁အ တိုက် အ ခံ ▁၏ ▁ င်္ သဘော ▁သည် ▁တစ် ဆ ယ ့် ခု နှစ် ▁ရက် ကြာ ▁ မျော နေ ခဲ့သည် ▁ဆို သော ▁ ပြောဆို ချက် ▁ကို ▁ ဝေဖန် ခဲ့သည် ▁။,အထက် လွှတ်တော်အမတ် အ ယ် လစ် ဆန် သည် မတ်လ ၈ ရက် နေ့ တွင် င်္ သဘော ၏ ပထမဆုံး ရှာဖွေ ခြင်း ၌ “ တရား မ ၀င် သည့် မည်သည့်အရာ မှ မလုပ် ခဲ့ ပါ ” ဟု တု န့် ပြန် ခဲ့ပြီး “ ၁ ၇ ရက် လုံး မျော နေ ခဲ့သည် လို့ ထို သို့ ဖော်ပြထား ခြင်း မရှိ ” ဟု ပြောဆို ၍ အ တိုက် အ ခံ ၏ င်္ သဘော သည် တစ် ဆ ယ ့် ခု နှစ် ရက် ကြာ မျော နေ ခဲ့သည် ဆို သော ပြောဆို ချက် ကို ဝေဖန် ခဲ့သည် ။,အထက် လွှတ်တော်အမတ် အ ယ် လစ် ဆန် သည် မတ်လ ၈ ရက် နေ့ တွင် င်္ သဘော ၏ ပထမဆုံး ရှာဖွေ ခြင်း ၌ “ တရား မ ၀င် သည့် မည်သည့်အရာ မှ မလုပ် ခဲ့ ပါ ” ဟု တု န့် ပြန် ခဲ့ပြီး “ ၁ ၇ ရက် လုံး မျော နေ ခဲ့သည် လို့ ထို သို့ ဖော်ပြထား ခြင်း မရှိ ” ဟု ပြောဆို ၍ အ တိုက် အ ခံ ၏ င်္ သဘော သည် တစ် ဆ ယ ့် ခု နှစ် ရက် ကြာ မျော နေ ခဲ့သည် ဆို သော ပြောဆို ချက် ကို ဝေဖန် ခဲ့သည် ။
False,▁လူ း ဝတ် ▁က ▁ဆက်လက် ▁မှတ်ချက် ပြု ခဲ့သည် ▁မှာ ▁ င်္ သဘော ▁အား ▁အမှတ်အသားပြု ခဲ့သည် ▁မှာ ▁အ ကောက် ခွန် ▁ မဟုတ် ခဲ့ကြောင်း ▁၊ ▁သို့သော် ▁ “ ▁သြစတြေးလျ ▁ ကုန် တင် ▁ င်္ သဘော ▁ဖြတ်သန်း ခြင်း ▁တစ်ခု သာ ▁ ဖြစ်ကြောင်း ▁” ▁၊ ▁သို့ ရာတွင် ▁အ ယ် လစ် ဆန် ▁သည် ▁လူ း ဝတ် ▁၏ ▁ “ ▁ စီး ပွ ာ ဖြစ် ▁ရေ ယာဉ် များ ▁သြစတြေးလျ ▁အတွက် ▁ရှာဖွေ ခြင်း ▁တွင် ▁လုံးဝ ▁အ ခွင့် ▁မရှိ သည် ▁ကို ▁ စဉ်းစား ပါ ▁” ▁ဆို သည့် ▁တင်ပြ ခြင်း ▁ ကိစ္စ ▁ကို ▁ခုခံကာကွယ် ခဲ့ ▁ပြီး ▁အ ယ် လစ် ဆန် ▁က ▁ “ ▁ကျွန်တော်တို့ ၏ ▁အရေးပေါ် ▁အစီရင်ခံစာ များ ▁ အပေါ် ▁အား ထား ▁ပြီး မှ ▁ ထွက် ပါ ▁၊ ▁ င်္ သဘော ▁ကို ▁ ရှာ ပါ ▁” ▁ဟု ▁ဆို ခဲ့သည် ▁။,လူ း ဝတ် က ဆက်လက် မှတ်ချက် ပြု ခဲ့သည် မှာ င်္ သဘော အား အမှတ်အသားပြု ခဲ့သည် မှာ အ ကောက် ခွန် မဟုတ် ခဲ့ကြောင်း ၊ သို့သော် “ သြစတြေးလျ ကုန် တင် င်္ သဘော ဖြတ်သန်း ခြင်း တစ်ခု သာ ဖြစ်ကြောင်း ” ၊ သို့ ရာတွင် အ ယ် လစ် ဆန် သည် လူ း ဝတ် ၏ “ စီး ပွ ာ ဖြစ် ရေ ယာဉ် များ သြစတြေးလျ အတွက် ရှာဖွေ ခြင်း တွင် လုံးဝ အ ခွင့် မရှိ သည် ကို စဉ်းစား ပါ ” ဆို သည့် တင်ပြ ခြင်း ကိစ္စ ကို ခုခံကာကွယ် ခဲ့ ပြီး အ ယ် လစ် ဆန် က “ ကျွန်တော်တို့ ၏ အရေးပေါ် အစီရင်ခံစာ များ အပေါ် အား ထား ပြီး မှ ထွက် ပါ ၊ င်္ သဘော ကို ရှာ ပါ ” ဟု ဆို ခဲ့သည် ။,လူ း ဝတ် က ဆက်လက် မှတ်ချက် ပြု ခဲ့သည် မှာ င်္ သဘော အား အမှတ်အသားပြု ခဲ့သည် မှာ အ ကောက် ခွန် မဟုတ် ခဲ့ကြောင်း ၊ သို့သော် “ သြစတြေးလျ ကုန် တင် င်္ သဘော ဖြတ်သန်း ခြင်း တစ်ခု သာ ဖြစ်ကြောင်း ” ၊ သို့ ရာတွင် အ ယ် လစ် ဆန် သည် လူ း ဝတ် ၏ “ စီး ပွ ာ ဖြစ် ရေ ယာဉ် များ သြစတြေးလျ အတွက် ရှာဖွေ ခြင်း တွင် လုံးဝ အ ခွင့် မရှိ သည် ကို စဉ်းစား ပါ ” ဆို သည့် တင်ပြ ခြင်း ကိစ္စ ကို ခုခံကာကွယ် ခဲ့ ပြီး အ ယ် လစ် ဆန် က “ ကျွန်တော်တို့ ၏ အရေးပေါ် အစီရင်ခံစာ များ အပေါ် အား ထား ပြီး မှ ထွက် ပါ ၊ င်္ သဘော ကို ရှာ ပါ ” ဟု ဆို ခဲ့သည် ။
False,▁နောက်ပိုင်းတွင် ▁ အထက် လွှတ်တော်အမတ် ▁ ကယ် ရီ ▁အို ဘ ရ ိုင် ရန် ▁( ▁အလုပ်သမား ရေး ရာ ▁၊ ▁ တပ် စ် မေး နီးယား ▁ ) ▁က ▁ ကမ်းရိုးတန်း ▁ကာကွယ်ရေး ▁အစိုးရ ▁၏ ▁အကောင်အထည်ဖော် မှု ▁ကို ▁ ဝေဖန် ခဲ့ ▁ပြီး ▁ “ ▁ဒါ ▁က ▁လိမ်ညာ ခဲ့တာ ပဲ ▁၊ ▁ပြီးတော့ ▁မသိ နိုင်တဲ့ ▁သဘာဝပတ်ဝန်းကျင် ▁နဲ့ ▁ တာ း ဆီ း ထားတဲ့ ▁စွန့်စား မှုများ ▁ လည်း ▁ဆက် ပြီး ▁လိမ်ညာ နေတုန်း ပဲ ▁” ▁နှင့် ▁ “ ဂျီ အ န်း ဆန် ▁က ▁ ဝီ ပ ▁ ဆိပ်ကမ်း ▁ကို ▁ဝင်ရောက် ခွင့် ▁ ငြင်း ဆန် ခံခဲ့ရ တယ် ▁၊ ▁ဒါဟာ ▁တစ်စုံတစ်ခု ▁ကို ▁တိုက်ရိုက် ▁သယ်ဆောင် လာ တာ ▁ဖြစ်နိုင် တယ် ▁” ▁ဟု ▁ ပြောဆို ရင်း ▁တ ဆ ယ ့် ခု နှစ် ▁ရက် ▁ တိုင် ▁ င်္ သဘော ▁အား ▁ လျစ်လျူရှု ထား ခြင်း ▁၏ ▁ အန္တရာယ်များ ▁ကို ▁မီး မောင်း ထိုး ပြ ခဲ့သည် ▁။,နောက်ပိုင်းတွင် အထက် လွှတ်တော်အမတ် ကယ် ရီ အို ဘ ရ ိုင် ရန် ( အလုပ်သမား ရေး ရာ ၊ တပ် စ် မေး နီးယား ) က ကမ်းရိုးတန်း ကာကွယ်ရေး အစိုးရ ၏ အကောင်အထည်ဖော် မှု ကို ဝေဖန် ခဲ့ ပြီး “ ဒါ က လိမ်ညာ ခဲ့တာ ပဲ ၊ ပြီးတော့ မသိ နိုင်တဲ့ သဘာဝပတ်ဝန်းကျင် နဲ့ တာ း ဆီ း ထားတဲ့ စွန့်စား မှုများ လည်း ဆက် ပြီး လိမ်ညာ နေတုန်း ပဲ ” နှင့် “ ဂျီ အ န်း ဆန် က ဝီ ပ ဆိပ်ကမ်း ကို ဝင်ရောက် ခွင့် ငြင်း ဆန် ခံခဲ့ရ တယ် ၊ ဒါဟာ တစ်စုံတစ်ခု ကို တိုက်ရိုက် သယ်ဆောင် လာ တာ ဖြစ်နိုင် တယ် ” ဟု ပြောဆို ရင်း တ ဆ ယ ့် ခု နှစ် ရက် တိုင် င်္ သဘော အား လျစ်လျူရှု,နောက်ပိုင်းတွင် အထက် လွှတ်တော်အမတ် ကယ် ရီ အို ဘ ရ ိုင် ရန် ( အလုပ်သမား ရေး ရာ ၊ တပ် စ် မေး နီးယား ) က ကမ်းရိုးတန်း ကာကွယ်ရေး အစိုးရ ၏ အကောင်အထည်ဖော် မှု ကို ဝေဖန် ခဲ့ ပြီး “ ဒါ က လိမ်ညာ ခဲ့တာ ပဲ ၊ ပြီးတော့ မသိ နိုင်တဲ့ သဘာဝပတ်ဝန်းကျင် နဲ့ တာ း ဆီ း ထားတဲ့ စွန့်စား မှုများ လည်း ဆက် ပြီး လိမ်ညာ နေတုန်း ပဲ ” နှင့် “ ဂျီ အ န်း ဆန် က ဝီ ပ ဆိပ်ကမ်း ကို ဝင်ရောက် ခွင့် ငြင်း ဆန် ခံခဲ့ရ တယ် ၊ ဒါဟာ တစ်စုံတစ်ခု ကို တိုက်ရိုက် သယ်ဆောင် လာ တာ ဖြစ်နိုင် တယ် ” ဟု ပြောဆို ရင်း တ ဆ ယ ့် ခု နှစ် ရက် တိုင် င်္ သဘော အား လျစ်လျူရှု
False,▁ အထက် လွှတ်တော်အမတ် ▁ဒ ေး ဗ စ် ▁ဂျွန် စ တန် ▁( ▁လစ်ဘရယ် ▁၊ ▁အနောက် ▁သြစတြေးလျ ▁ ) ▁က ▁ ဂျီ အ န်း ဆန် ▁ကို ▁တွေ့ရှိ ခဲ့သော ▁နေရာ ▁တွင် ▁မည်သည့် ▁ င်္ သဘော နှင့် ဆိုင် သော ▁လမ်းကြောင်း များ ▁မှ ▁မရှိ ကြောင်း ▁နှင့် ▁အ ပျက် အ ဆီ း မရှိသော ▁ င်္ သဘော ▁ တစ်စီး ▁သို့ ▁ပေးအပ် ထားသော ▁ အရင်းအမြစ် များ ▁သည် ▁အခြားနေရာများ ▁တွင် ▁ ကမ်းရိုးတန်း ▁ကာကွယ်ရေး ▁ ၌ ▁ ကွာ ဟ ချက် များ ▁ထားခဲ့ ကြောင်း ▁ငြင်းခုံ သွား ခဲ့သည် ▁။,အထက် လွှတ်တော်အမတ် ဒ ေး ဗ စ် ဂျွန် စ တန် ( လစ်ဘရယ် ၊ အနောက် သြစတြေးလျ ) က ဂျီ အ န်း ဆန် ကို တွေ့ရှိ ခဲ့သော နေရာ တွင် မည်သည့် င်္ သဘော နှင့် ဆိုင် သော လမ်းကြောင်း များ မှ မရှိ ကြောင်း နှင့် အ ပျက် အ ဆီ း မရှိသော င်္ သဘော တစ်စီး သို့ ပေးအပ် ထားသော အရင်းအမြစ် များ သည် အခြားနေရာများ တွင် ကမ်းရိုးတန်း ကာကွယ်ရေး ၌ ကွာ ဟ ချက် များ ထားခဲ့ ကြောင်း ငြင်းခုံ သွား ခဲ့သည် ။,အထက် လွှတ်တော်အမတ် ဒ ေး ဗ စ် ဂျွန် စ တန် ( လစ်ဘရယ် ၊ အနောက် သြစတြေးလျ ) က ဂျီ အ န်း ဆန် ကို တွေ့ရှိ ခဲ့သော နေရာ တွင် မည်သည့် င်္ သဘော နှင့် ဆိုင် သော လမ်းကြောင်း များ မှ မရှိ ကြောင်း နှင့် အ ပျက် အ ဆီ း မရှိသော င်္ သဘော တစ်စီး သို့ ပေးအပ် ထားသော အရင်းအမြစ် များ သည် အခြားနေရာများ တွင် ကမ်းရိုးတန်း ကာကွယ်ရေး ၌ ကွာ ဟ ချက် များ ထားခဲ့ ကြောင်း ငြင်းခုံ သွား ခဲ့သည် ။
